record_id,city,transit_node_id,node_type,node_latitude,node_longitude,trip_date,time_of_day,day_type,weather_condition,distance_to_final_destination_km,avg_wait_time_min,transit_headway_min,crowding_index,congestion_index_node,last_mile_fare_inr,walk_time_min,alt_mode_availability_score,app_cab_wait_time_min,safety_perception_score,last_mile_infra_score,previous_negative_experience,commuter_age_group,commuter_gender,commuter_income_bracket,trip_purpose,trip_satisfaction_score,mode_chosen_last_mile,switched_to_private_vehicle
TRIP_006422,Mumbai,NODE_0021,Bus Terminal,18.96385,72.8859,2025-03-22,Morning Peak (7-10),Weekday,Clear,3.78,9.95,9.5,0.357,0.309,71.9,30.6,2.38,2.0,8.72,0.951,0,25-34,Female,Low,Leisure,7.32,App-based Cab/Bike,0
TRIP_006423,Bengaluru,NODE_0107,Metro Station,13.10381,77.63477,2025-09-26,Late Night (23-5),Weekday,Clear,1.58,4.66,11.96,0.261,0.326,34.3,19.9,0.0,8.97,6.09,0.272,1,45-54,Male,Lower-Middle,Education,5.44,Private Vehicle (Own),1
TRIP_006424,Hyderabad,NODE_0006,Bus Terminal,17.49032,78.45558,2025-09-08,Morning Peak (7-10),Weekday,Clear,1.31,15.99,14.24,0.629,0.612,44.2,16.4,4.33,8.48,5.86,0.428,0,35-44,Male,High,Work Commute,5.86,Auto-Rickshaw,0
TRIP_006425,Mumbai,NODE_0030,Metro Station,18.92634,72.97516,2025-05-29,Evening Peak (17-20),Weekday,Cloudy,1.21,12.68,10.31,0.834,0.588,41.9,13.1,5.66,2.74,6.47,0.683,0,25-34,Male,Lower-Middle,Education,4.89,Auto-Rickshaw,0
TRIP_006426,Hyderabad,NODE_0024,Bus Terminal,17.27316,78.47381,2025-02-02,Night (20-23),Weekday,Clear,3.42,16.69,9.22,0.491,0.725,42.5,39.8,3.08,,7.34,0.48,0,18-24,Female,Upper-Middle,Work Commute,5.69,Private Vehicle (Own),1
TRIP_006427,Pune,NODE_0073,Metro Station,18.43977,73.90944,2025-07-10,Morning Peak (7-10),Weekend,Heavy Rain,1.78,24.26,9.13,0.657,0.634,41.6,18.5,2.82,7.67,9.24,0.8,0,35-44,Female,High,Education,5.56,Private Vehicle (Own),1
TRIP_006428,Pune,NODE_0001,Bus Terminal,18.61883,73.97937,2025-09-25,Morning Peak (7-10),Weekday,Clear,7.2,12.42,14.71,0.786,0.682,94.5,79.5,4.54,,8.03,0.848,1,25-34,Male,High,Medical,4.62,E-Rickshaw,0
TRIP_006429,Pune,NODE_0003,Metro Station,18.43979,73.73513,2025-06-23,Morning Peak (7-10),Weekday,Clear,1.81,10.22,12.26,0.403,0.307,33.5,24.3,5.1,8.14,1.94,0.045,0,25-34,Male,High,Education,6.61,Auto-Rickshaw,0
TRIP_006430,Mumbai,NODE_0061,Railway Station,19.1537,72.91688,2025-04-08,Night (20-23),Weekday,Clear,6.85,4.04,8.38,0.207,0.059,102.6,77.4,3.59,10.87,8.87,0.838,0,25-34,Female,Middle,Work Commute,5.82,Walk,0
TRIP_006431,Mumbai,NODE_0117,Bus Terminal,19.14918,72.84837,2025-08-05,Morning Peak (7-10),Weekend,Clear,5.99,8.48,7.18,0.608,0.322,92.5,69.2,8.24,6.19,6.55,0.762,1,25-34,Male,High,Work Commute,5.51,Walk,0
TRIP_006432,Pune,NODE_0064,Metro Station,18.52427,73.7155,2025-08-30,Night (20-23),Weekday,Light Rain,0.53,10.42,10.48,0.559,0.642,20.9,4.8,5.0,4.79,7.53,0.696,0,35-44,Female,High,Other,5.37,E-Rickshaw,0
TRIP_006433,Mumbai,NODE_0054,BRT Stop,18.94973,72.98911,2025-08-04,Midday (10-16),Weekday,Cloudy,1.1,9.63,11.13,0.541,0.4,28.8,12.5,8.88,5.12,7.67,0.685,1,25-34,Male,Upper-Middle,Education,6.52,Auto-Rickshaw,0
TRIP_006434,Bengaluru,NODE_0079,Metro Station,12.90906,77.66356,2025-11-15,Midday (10-16),Weekend,Cloudy,4.55,10.68,8.34,0.562,0.558,68.7,52.1,7.2,8.21,5.94,0.508,1,45-54,Female,Middle,Education,5.16,Auto-Rickshaw,0
TRIP_006435,Bengaluru,NODE_0067,Metro Station,12.93553,77.51157,2025-04-25,Night (20-23),Weekday,Extreme Heat,0.6,17.62,4.49,0.498,0.702,22.2,5.7,7.23,5.27,6.84,0.731,0,25-34,Male,Low,Work Commute,6.42,Auto-Rickshaw,0
TRIP_006436,Gurugram,NODE_0047,Railway Station,28.31478,76.96517,2025-08-11,Midday (10-16),Weekday,Clear,1.63,3.84,12.31,0.224,0.064,31.8,22.3,5.3,5.72,4.14,0.426,0,25-34,Male,Lower-Middle,Medical,9.09,Auto-Rickshaw,0
TRIP_006437,Delhi,NODE_0071,BRT Stop,28.59336,77.32834,2025-11-09,Evening Peak (17-20),Weekday,Cloudy,1.06,9.15,9.21,0.661,0.191,41.4,10.3,8.49,3.85,8.14,0.728,0,18-24,Male,Upper-Middle,Work Commute,6.51,E-Rickshaw,0
TRIP_006438,Pune,NODE_0001,Bus Terminal,18.61883,73.97937,2025-03-19,Midday (10-16),Weekday,Clear,4.38,9.82,6.42,0.458,0.512,67.6,41.4,5.53,6.22,6.61,0.848,1,18-24,Female,Upper-Middle,Other,,Private Vehicle (Own),1
TRIP_006439,Mumbai,NODE_0030,Metro Station,18.92634,72.97516,2025-04-13,Morning Peak (7-10),Weekend,Clear,5.44,13.52,12.39,0.621,0.544,76.1,49.8,6.15,10.08,6.55,0.683,0,25-34,Female,Upper-Middle,Work Commute,7.19,Auto-Rickshaw,0
TRIP_006440,Mumbai,NODE_0081,Railway Station,19.1949,72.97534,2025-01-18,Early Morning (5-7),Weekday,Clear,5.15,10.9,7.64,0.548,0.699,83.7,65.2,5.47,6.53,4.35,0.366,1,25-34,Female,Middle,Work Commute,5.76,Auto-Rickshaw,0
TRIP_006441,Bengaluru,NODE_0041,Metro Station,12.83304,77.53058,2025-05-17,Morning Peak (7-10),Weekend,Light Rain,2.92,12.64,8.14,0.302,0.406,66.9,29.7,7.44,7.76,6.81,0.829,0,18-24,Female,Middle,Work Commute,7.22,Private Vehicle (Own),1
TRIP_006442,Pune,NODE_0007,Metro Station,18.55093,73.9323,2025-01-17,Evening Peak (17-20),Weekday,Heavy Rain,3.48,18.2,10.23,0.641,0.362,62.4,44.9,4.82,3.87,6.02,0.576,1,25-34,Female,Upper-Middle,Work Commute,7.23,Feeder Bus,0
TRIP_006443,Bengaluru,NODE_0015,Bus Terminal,12.891,77.48728,2025-09-30,Midday (10-16),Weekend,Clear,7.03,3.41,10.62,0.251,0.122,88.9,86.3,3.7,10.81,6.78,0.343,0,35-44,Male,Middle,Other,6.94,Auto-Rickshaw,0
TRIP_006444,Hyderabad,NODE_0104,BRT Stop,17.4081,78.4204,2025-02-02,Midday (10-16),Weekend,Clear,1.88,11.46,11.91,0.505,0.363,33.8,21.7,4.47,5.2,8.74,0.663,1,45-54,Male,Middle,Work Commute,5.67,E-Rickshaw,0
TRIP_006445,Mumbai,NODE_0040,Railway Station,19.17534,72.85269,2025-09-10,Morning Peak (7-10),Weekend,Extreme Heat,2.31,17.6,8.51,0.75,0.657,43.8,27.3,6.74,6.42,5.09,0.415,0,25-34,Female,Lower-Middle,Leisure,6.13,Auto-Rickshaw,0
TRIP_006446,Pune,NODE_0003,Metro Station,18.43979,73.73513,2025-07-31,Evening Peak (17-20),Weekend,Heavy Rain,0.48,8.45,9.72,0.602,0.362,31.0,7.1,5.39,7.78,1.0,0.045,1,25-34,Male,Middle,Shopping/Errand,5.32,Private Vehicle (Own),1
TRIP_006447,Bengaluru,NODE_0088,Bus Terminal,12.97982,77.62346,2025-12-27,Evening Peak (17-20),Weekday,Light Rain,0.32,12.41,14.4,0.46,0.379,30.5,2.9,6.69,4.49,9.04,0.803,0,55+,Female,Upper-Middle,Work Commute,4.86,E-Rickshaw,0
TRIP_006448,Pune,NODE_0064,Metro Station,18.52427,73.7155,2025-05-08,Evening Peak (17-20),Weekday,Clear,3.95,12.04,10.24,0.685,0.65,59.4,45.5,4.38,12.59,7.34,0.696,0,25-34,Male,Middle,Education,6.33,Auto-Rickshaw,0
TRIP_006449,Mumbai,NODE_0055,Metro Station,19.17307,72.7287,2025-05-06,Late Night (23-5),Weekday,Clear,9.8,7.12,12.76,0.499,0.322,124.3,90.0,0.82,5.71,10.0,0.725,1,25-34,Male,Upper-Middle,Leisure,7.69,Private Vehicle (Own),1
TRIP_006450,Gurugram,NODE_0108,Bus Terminal,28.37602,77.16218,2025-03-30,Early Morning (5-7),Weekday,Light Rain,3.18,6.16,12.31,0.445,0.467,49.6,39.7,3.52,6.47,6.02,0.52,0,18-24,Female,High,Education,8.12,E-Rickshaw,0
TRIP_006451,Bengaluru,NODE_0038,Bus Terminal,12.97136,77.52861,2025-07-16,Early Morning (5-7),Weekday,Clear,1.53,7.24,9.11,0.424,0.368,28.8,17.9,5.47,2.83,3.48,0.2,0,18-24,Female,Low,Work Commute,7.04,Walk,0
TRIP_006452,Delhi,NODE_0069,Bus Terminal,28.52994,77.06717,2025-03-22,Midday (10-16),Weekday,Cloudy,6.33,7.08,10.13,0.343,0.392,87.3,59.8,5.7,7.01,7.16,0.68,0,35-44,Female,Lower-Middle,Leisure,5.38,App-based Cab/Bike,0
TRIP_006453,Bengaluru,NODE_0090,Bus Terminal,12.90645,77.62489,2025-02-11,Morning Peak (7-10),Weekday,Clear,4.15,11.47,9.56,0.595,0.613,74.8,36.1,0.59,6.47,7.49,0.739,0,18-24,Female,Middle,Education,6.67,Private Vehicle (Own),1
TRIP_006454,Gurugram,NODE_0074,Railway Station,28.41025,77.13139,2025-12-13,Evening Peak (17-20),Weekday,Cloudy,3.11,18.66,13.31,0.749,0.856,55.7,32.9,4.68,4.58,5.53,0.525,0,25-34,Female,Middle,Other,6.72,Private Vehicle (Own),1
TRIP_006455,Pune,NODE_0025,Bus Terminal,18.64629,73.81291,2025-09-05,Evening Peak (17-20),Weekday,Cloudy,3.97,12.81,5.21,0.516,0.404,61.5,41.3,4.71,7.17,6.49,0.849,0,18-24,Male,Upper-Middle,Shopping/Errand,7.41,Auto-Rickshaw,0
TRIP_006456,Gurugram,NODE_0082,BRT Stop,28.44427,76.92656,2025-02-13,Morning Peak (7-10),Weekday,Clear,2.79,17.48,8.67,0.602,0.632,55.6,23.5,5.92,8.69,9.81,0.766,0,25-34,Female,Lower-Middle,Work Commute,6.47,Auto-Rickshaw,0
TRIP_006457,Bengaluru,NODE_0090,Bus Terminal,12.90645,77.62489,2025-08-14,Night (20-23),Weekend,Clear,4.64,7.57,9.92,0.603,0.518,79.1,51.6,1.83,4.08,6.77,0.739,0,35-44,Male,Lower-Middle,Work Commute,6.07,E-Rickshaw,0
TRIP_006458,Bengaluru,NODE_0015,Bus Terminal,12.891,77.48728,2025-04-22,Early Morning (5-7),Weekday,Clear,0.75,7.25,7.45,0.381,0.146,25.5,7.9,4.54,4.72,3.47,0.343,0,25-34,Female,High,Leisure,7.0,Auto-Rickshaw,0
TRIP_006459,Mumbai,NODE_0020,Metro Station,19.09833,72.93891,2025-03-07,Evening Peak (17-20),Weekday,Heavy Rain,2.84,21.34,3.27,0.507,0.743,59.7,32.0,10.0,2.74,5.37,0.585,0,18-24,Female,Upper-Middle,Other,5.89,App-based Cab/Bike,0
TRIP_006460,Mumbai,NODE_0081,Railway Station,19.1949,72.97534,2025-06-22,Midday (10-16),Weekday,Extreme Heat,1.61,14.52,6.89,0.781,0.666,29.0,23.3,4.15,2.61,2.34,0.366,1,45-54,Male,High,Work Commute,6.46,Private Vehicle (Own),1
TRIP_006461,Bengaluru,NODE_0015,Bus Terminal,12.891,77.48728,2025-10-15,Evening Peak (17-20),Weekday,Clear,0.3,7.47,12.31,0.604,0.273,30.5,4.2,5.43,11.52,4.92,0.343,1,35-44,Male,Low,Work Commute,5.4,App-based Cab/Bike,0
TRIP_006462,Mumbai,NODE_0106,BRT Stop,19.15853,72.92993,2025-01-01,Morning Peak (7-10),Weekday,Clear,3.07,11.46,13.7,0.479,0.19,65.6,26.7,4.48,7.67,8.63,0.916,1,55+,Female,Middle,Work Commute,6.86,Auto-Rickshaw,0
TRIP_006463,Pune,NODE_0014,Metro Station,18.44435,73.79433,2025-05-10,Night (20-23),Weekday,Extreme Heat,3.6,11.52,14.04,0.528,0.298,54.3,30.6,6.34,2.0,5.55,0.797,0,18-24,Male,Middle,Work Commute,5.92,Private Vehicle (Own),1
TRIP_006464,Mumbai,NODE_0117,Bus Terminal,19.14918,72.84837,2025-12-03,Night (20-23),Weekend,Extreme Heat,5.64,7.54,11.81,0.416,0.331,62.8,60.9,9.1,,5.7,0.762,1,35-44,Male,Lower-Middle,Work Commute,8.22,Auto-Rickshaw,0
TRIP_006465,Mumbai,NODE_0081,Railway Station,19.1949,72.97534,2025-05-24,Midday (10-16),Weekend,Heavy Rain,1.3,15.76,7.23,0.551,0.656,31.9,15.4,3.59,2.0,4.53,0.366,0,25-34,Female,Lower-Middle,Work Commute,7.7,Private Vehicle (Own),1
TRIP_006466,Mumbai,NODE_0054,BRT Stop,18.94973,72.98911,2025-02-06,Midday (10-16),Weekday,Clear,2.31,5.71,10.0,0.342,0.495,45.7,27.2,7.02,2.73,6.01,0.685,0,25-34,Female,Middle,Work Commute,8.02,Auto-Rickshaw,0
TRIP_006467,Gurugram,NODE_0033,Metro Station,28.31601,77.05648,2025-06-06,Evening Peak (17-20),Weekday,Clear,3.61,17.51,6.86,0.692,0.818,76.4,39.1,10.0,5.66,4.83,0.483,1,35-44,Male,Lower-Middle,Education,6.0,Walk,0
TRIP_006468,Pune,NODE_0042,BRT Stop,18.42445,73.97553,2025-09-07,Evening Peak (17-20),Weekday,Fog,1.54,24.2,8.45,0.99,0.99,49.4,12.0,6.02,7.82,8.15,0.922,0,18-24,Male,Lower-Middle,Medical,5.75,Private Vehicle (Own),1
TRIP_006469,Bengaluru,NODE_0090,Bus Terminal,12.90645,77.62489,2025-12-30,Evening Peak (17-20),Weekday,Cloudy,0.3,11.58,8.33,0.713,0.614,36.9,2.6,1.27,8.96,6.44,0.739,1,25-34,Female,Middle,Work Commute,5.06,Private Vehicle (Own),1
TRIP_006470,Delhi,NODE_0091,Bus Terminal,28.67047,77.06271,2025-08-18,Evening Peak (17-20),Weekend,Clear,0.6,12.92,9.2,0.583,0.629,37.9,6.0,4.87,7.45,5.65,0.633,0,25-34,Male,Middle,Shopping/Errand,6.32,App-based Cab/Bike,0
TRIP_006471,Delhi,NODE_0026,Metro Station,28.49966,77.34599,2025-01-19,Night (20-23),Weekday,Light Rain,2.49,10.92,10.92,0.603,0.497,47.6,27.5,8.1,7.07,5.02,0.236,1,18-24,Female,High,Work Commute,6.66,Feeder Bus,0
TRIP_006472,Bengaluru,NODE_0066,Bus Terminal,12.95884,77.68044,2025-10-23,Evening Peak (17-20),Weekday,Light Rain,2.63,9.44,9.21,0.51,0.033,47.8,32.9,6.44,6.88,4.75,0.327,0,35-44,Female,Low,Shopping/Errand,6.13,Auto-Rickshaw,0
TRIP_006473,Mumbai,NODE_0120,Metro Station,19.09988,72.84354,2025-10-12,Morning Peak (7-10),Weekend,Clear,1.49,18.98,12.99,0.601,0.427,49.1,24.4,3.29,8.84,3.65,0.041,0,25-34,Male,Middle,Medical,5.69,Feeder Bus,0
TRIP_006474,Mumbai,NODE_0031,Railway Station,18.93662,72.91112,2025-08-26,Night (20-23),Weekday,Fog,1.26,2.76,6.72,0.319,0.276,26.1,14.9,7.03,4.76,6.26,0.736,0,25-34,Other,Middle,Work Commute,5.97,Walk,0
TRIP_006475,Delhi,NODE_0084,Metro Station,28.61063,77.10791,2025-11-24,Morning Peak (7-10),Weekend,Cloudy,1.6,5.92,12.51,0.378,0.126,49.8,22.9,0.28,4.95,5.14,0.334,0,35-44,Female,Upper-Middle,Leisure,6.23,Feeder Bus,0
TRIP_006476,Mumbai,NODE_0021,Bus Terminal,18.96385,72.8859,2025-10-08,Morning Peak (7-10),Weekday,Clear,1.22,9.83,8.31,0.429,0.358,43.8,10.2,3.7,7.35,8.13,0.951,0,25-34,Female,Lower-Middle,Work Commute,7.64,Feeder Bus,0
TRIP_006477,Hyderabad,NODE_0101,Metro Station,17.27122,78.50172,2025-03-26,Late Night (23-5),Weekend,Clear,1.84,12.14,13.33,0.443,0.427,38.2,18.5,3.24,10.33,7.35,0.751,0,18-24,Other,Upper-Middle,Work Commute,7.89,Walk,0
TRIP_006478,Mumbai,NODE_0021,Bus Terminal,18.96385,72.8859,2025-06-03,Morning Peak (7-10),Weekday,Cloudy,7.23,10.52,10.16,0.632,0.327,96.8,64.5,5.55,5.26,9.72,0.951,1,18-24,Male,Lower-Middle,Work Commute,7.3,Private Vehicle (Own),1
TRIP_006479,Delhi,NODE_0036,Bus Terminal,28.56809,77.1863,2025-07-05,Morning Peak (7-10),Weekend,Cloudy,7.19,9.54,11.07,0.533,0.304,114.2,66.7,7.4,5.56,6.88,0.687,0,25-34,Male,Middle,Work Commute,5.52,Private Vehicle (Own),1
TRIP_006480,Pune,NODE_0056,Metro Station,18.6408,73.77225,2025-06-28,Evening Peak (17-20),Weekend,Clear,2.52,15.45,8.06,0.779,0.724,62.9,24.4,8.59,7.29,4.99,0.542,0,55+,Female,Lower-Middle,Work Commute,5.89,Private Vehicle (Own),1
TRIP_006481,Pune,NODE_0045,Bus Terminal,18.54137,73.99911,2025-08-22,Night (20-23),Weekday,Cloudy,0.88,11.13,11.29,0.456,0.37,22.6,9.0,6.05,8.47,4.84,0.533,1,55+,Male,Lower-Middle,Shopping/Errand,7.3,Private Vehicle (Own),1
TRIP_006482,Mumbai,NODE_0021,Bus Terminal,18.96385,72.8859,2025-09-14,Early Morning (5-7),Weekend,Clear,2.44,2.94,10.2,0.489,0.239,36.1,25.9,3.35,9.18,,0.951,0,25-34,Male,Upper-Middle,Work Commute,8.25,Auto-Rickshaw,0
TRIP_006483,Gurugram,NODE_0077,Bus Terminal,28.41384,76.91748,2025-02-07,Midday (10-16),Weekday,Clear,1.18,12.21,4.34,0.571,0.752,29.6,13.2,6.92,4.91,7.55,0.394,0,25-34,Female,Upper-Middle,Leisure,5.91,Feeder Bus,0
TRIP_006484,Pune,NODE_0003,Metro Station,18.43979,73.73513,2025-07-27,Early Morning (5-7),Weekday,Fog,1.94,11.34,9.98,0.32,0.241,32.9,26.7,4.82,8.85,2.33,0.045,0,35-44,Female,Upper-Middle,Work Commute,4.69,Auto-Rickshaw,0
TRIP_006485,Bengaluru,NODE_0119,Metro Station,12.96765,77.63039,2025-01-15,Midday (10-16),Weekday,Clear,4.39,13.44,12.19,0.595,0.632,72.9,47.6,3.69,,5.33,0.588,0,45-54,Female,Lower-Middle,Work Commute,7.0,Private Vehicle (Own),1
TRIP_006486,Pune,NODE_0007,Metro Station,18.55093,73.9323,2025-07-06,Morning Peak (7-10),Weekday,Extreme Heat,1.41,9.55,10.74,0.375,0.429,40.5,14.1,3.83,4.42,4.93,0.576,1,35-44,Male,Upper-Middle,Education,6.04,E-Rickshaw,0
TRIP_006487,Bengaluru,NODE_0041,Metro Station,12.83304,77.53058,2025-06-04,Morning Peak (7-10),Weekday,Clear,3.39,10.88,4.71,0.522,0.452,68.8,37.1,6.6,4.03,6.53,0.829,0,35-44,Female,Low,Shopping/Errand,6.82,Private Vehicle (Own),1
TRIP_006488,Delhi,NODE_0112,Metro Station,28.50139,77.19225,2025-03-17,Night (20-23),Weekday,Clear,1.59,6.58,11.43,0.261,0.176,35.5,14.6,3.15,11.35,6.93,0.761,0,18-24,Female,Lower-Middle,Leisure,6.69,Auto-Rickshaw,0
TRIP_006489,Pune,NODE_0019,Railway Station,18.38997,73.815,2025-12-28,Evening Peak (17-20),Weekday,Clear,4.42,11.39,10.09,0.436,0.487,78.4,43.5,4.35,9.33,5.55,0.575,1,45-54,Male,Low,Leisure,5.72,Private Vehicle (Own),1
TRIP_006490,Delhi,NODE_0009,Metro Station,28.56226,77.15009,2025-04-05,Night (20-23),Weekday,Fog,2.3,8.74,12.18,0.37,0.27,39.0,29.7,2.29,4.84,3.64,0.414,1,25-34,Male,Low,Education,7.17,E-Rickshaw,0
TRIP_006491,Bengaluru,NODE_0090,Bus Terminal,12.90645,77.62489,2025-01-21,Night (20-23),Weekday,Clear,4.43,11.97,11.98,0.427,0.48,64.3,51.6,0.0,6.06,7.55,0.739,0,25-34,Male,High,Other,5.16,App-based Cab/Bike,0
TRIP_006492,Delhi,NODE_0009,Metro Station,28.56226,77.15009,2025-05-11,Night (20-23),Weekday,Clear,1.01,7.8,7.98,0.343,0.286,26.1,10.8,1.64,4.02,6.02,0.414,1,25-34,Female,High,Work Commute,8.56,Private Vehicle (Own),1
TRIP_006493,Gurugram,NODE_0108,Bus Terminal,28.37602,77.16218,2025-10-04,Evening Peak (17-20),Weekend,Clear,3.71,8.95,9.17,0.777,0.578,53.8,36.9,4.32,2.16,7.79,0.52,1,18-24,Female,High,Other,6.53,Auto-Rickshaw,0
TRIP_006494,Mumbai,NODE_0055,Metro Station,19.17307,72.7287,2025-01-04,Morning Peak (7-10),Weekday,Light Rain,2.11,8.29,7.58,0.682,0.485,54.7,20.9,2.24,4.75,7.54,0.725,0,25-34,Male,Upper-Middle,Work Commute,6.96,E-Rickshaw,0
TRIP_006495,Pune,NODE_0105,Metro Station,18.60479,73.87341,2025-06-29,Night (20-23),Weekend,Clear,2.61,12.24,8.55,0.454,0.628,42.9,25.1,4.87,6.84,7.36,0.809,1,55+,Other,Middle,Work Commute,7.24,E-Rickshaw,0
TRIP_006496,Mumbai,NODE_0030,Metro Station,18.92634,72.97516,2025-06-02,Midday (10-16),Weekday,Clear,4.05,7.96,7.86,0.636,0.507,51.1,42.5,6.58,8.9,5.05,0.683,1,35-44,Female,Low,Work Commute,4.92,Private Vehicle (Own),1
TRIP_006497,Bengaluru,NODE_0017,BRT Stop,13.06497,77.72084,2025-11-13,Morning Peak (7-10),Weekday,Cloudy,1.75,12.37,9.97,0.556,0.306,41.2,17.6,4.8,2.0,6.07,0.682,0,25-34,Male,Middle,Education,5.85,Private Vehicle (Own),1
TRIP_006498,Pune,NODE_0116,Railway Station,18.52679,73.79141,2025-01-02,Midday (10-16),Weekday,Extreme Heat,3.35,15.3,8.88,0.463,0.435,41.8,32.5,2.41,5.58,7.38,0.847,0,18-24,Female,Middle,Work Commute,5.44,Auto-Rickshaw,0
TRIP_006499,Mumbai,NODE_0092,Bus Terminal,18.98072,72.98524,2025-01-07,Morning Peak (7-10),Weekday,Extreme Heat,1.2,7.23,12.42,0.443,0.318,44.4,14.5,3.31,6.78,5.56,0.678,1,18-24,Male,Upper-Middle,Work Commute,5.9,Private Vehicle (Own),1
TRIP_006500,Hyderabad,NODE_0110,Metro Station,17.25851,78.48251,2025-07-26,Midday (10-16),Weekday,Fog,5.64,16.27,15.08,0.578,0.478,83.2,63.4,8.74,6.01,5.81,0.825,1,35-44,Male,Lower-Middle,Work Commute,4.92,Private Vehicle (Own),1
TRIP_006501,Gurugram,NODE_0039,Bus Terminal,28.5625,77.01756,2025-03-07,Evening Peak (17-20),Weekday,Clear,5.86,11.1,10.34,0.354,0.226,78.7,56.7,5.76,7.9,8.55,0.823,0,55+,Female,Lower-Middle,Education,6.61,Feeder Bus,0
TRIP_006502,Mumbai,NODE_0049,Metro Station,19.07713,72.75193,2025-09-14,Midday (10-16),Weekday,Clear,2.39,7.65,11.79,0.465,0.379,36.7,25.8,2.73,8.68,8.17,0.857,1,25-34,Male,Lower-Middle,Shopping/Errand,6.22,Walk,0
TRIP_006503,Bengaluru,NODE_0070,Metro Station,12.86193,77.68029,2025-04-12,Morning Peak (7-10),Weekday,Clear,6.66,9.56,9.99,0.547,0.125,100.2,90.0,7.19,2.61,3.12,0.212,0,25-34,Female,Low,Medical,5.9,Auto-Rickshaw,0
TRIP_006504,Mumbai,NODE_0054,BRT Stop,18.94973,72.98911,2025-07-25,Morning Peak (7-10),Weekend,Extreme Heat,5.03,12.38,3.0,0.527,0.544,64.4,49.2,8.04,9.07,7.35,0.685,0,25-34,Female,Middle,Medical,5.9,E-Rickshaw,0
TRIP_006505,Mumbai,NODE_0030,Metro Station,18.92634,72.97516,2025-01-14,Night (20-23),Weekday,Light Rain,0.75,11.22,9.82,0.643,0.471,23.5,8.1,7.91,9.08,7.08,0.683,0,25-34,Male,Middle,Education,,E-Rickshaw,0
TRIP_006506,Pune,NODE_0046,Metro Station,18.49488,73.96376,2025-09-11,Midday (10-16),Weekday,Cloudy,2.41,9.24,10.35,0.348,0.359,38.2,33.2,0.0,7.11,5.06,0.444,0,35-44,Male,Low,Education,6.52,App-based Cab/Bike,0
TRIP_006507,Gurugram,NODE_0074,Railway Station,28.41025,77.13139,2025-07-09,Midday (10-16),Weekday,Cloudy,3.06,13.21,13.49,0.585,0.76,43.9,36.0,5.87,4.3,6.4,0.525,1,25-34,Female,Lower-Middle,Shopping/Errand,7.25,E-Rickshaw,0
TRIP_006508,Delhi,NODE_0005,Metro Station,28.6318,77.24736,2025-01-01,Evening Peak (17-20),Weekday,Cloudy,1.81,7.42,13.41,0.352,0.175,46.7,22.2,4.09,2.0,6.2,0.414,0,55+,Male,Middle,Leisure,5.36,Walk,0
TRIP_006509,Bengaluru,NODE_0041,Metro Station,12.83304,77.53058,2025-04-08,Night (20-23),Weekend,Cloudy,3.52,6.34,9.21,0.512,0.333,63.5,37.9,7.46,6.16,8.31,0.829,1,35-44,Male,Middle,Shopping/Errand,6.35,Private Vehicle (Own),1
TRIP_006510,Delhi,NODE_0036,Bus Terminal,28.56809,77.1863,2025-01-22,Midday (10-16),Weekday,Clear,2.34,7.63,5.72,0.406,0.245,37.2,26.8,5.91,3.15,8.64,0.687,0,18-24,Male,Lower-Middle,Shopping/Errand,7.16,Feeder Bus,0
TRIP_006511,Delhi,NODE_0009,Metro Station,28.56226,77.15009,2025-01-17,Evening Peak (17-20),Weekday,Cloudy,1.82,10.59,11.07,0.781,0.448,51.1,18.8,1.49,5.29,4.75,0.414,0,18-24,Female,Upper-Middle,Work Commute,5.66,Auto-Rickshaw,0
TRIP_006512,Bengaluru,NODE_0015,Bus Terminal,12.891,77.48728,2025-09-12,Morning Peak (7-10),Weekday,Clear,4.28,7.03,14.07,0.478,0.173,83.0,59.9,5.72,5.1,4.57,0.343,0,35-44,Male,Upper-Middle,Leisure,6.1,Auto-Rickshaw,0
TRIP_006513,Delhi,NODE_0060,Bus Terminal,28.64274,77.32319,2025-06-06,Night (20-23),Weekend,Clear,8.83,6.35,19.08,0.346,0.079,135.1,90.0,2.78,4.68,8.49,0.676,0,45-54,Female,Upper-Middle,Shopping/Errand,5.75,App-based Cab/Bike,0
TRIP_006514,Mumbai,NODE_0013,Bus Terminal,19.05617,72.82926,2025-10-21,Evening Peak (17-20),Weekday,Clear,1.48,14.33,9.73,0.686,0.565,35.3,17.8,3.52,4.33,6.52,0.723,0,25-34,Female,Lower-Middle,Work Commute,5.72,E-Rickshaw,0
TRIP_006515,Pune,NODE_0042,BRT Stop,18.42445,73.97553,2025-04-05,Evening Peak (17-20),Weekend,Fog,4.67,19.53,9.68,0.693,0.99,91.8,40.8,5.5,2.0,6.59,0.922,1,45-54,Male,Middle,Education,5.65,Private Vehicle (Own),1
TRIP_006516,Gurugram,NODE_0068,Metro Station,28.49187,77.13482,2025-09-19,Morning Peak (7-10),Weekend,Fog,0.3,16.18,10.22,0.704,0.519,32.9,4.8,0.08,8.48,1.0,0.065,0,18-24,Male,High,Work Commute,5.32,Private Vehicle (Own),1
TRIP_006517,Pune,NODE_0105,Metro Station,18.60479,73.87341,2025-08-13,Evening Peak (17-20),Weekday,Light Rain,1.31,18.69,10.9,0.632,0.653,36.4,13.0,3.56,5.18,7.0,0.809,0,25-34,Male,High,Work Commute,6.66,Auto-Rickshaw,0
